1.0101000000e+04,8.8073332500e+05,3.8533430000e+03,2.0219000000e+01,8.1820000000e+00,-7.0692704000e+01,-3.3369861000e+01
1.0102000000e+04,7.3271003700e+05,4.9466640000e+03,1.6821000000e+01,6.8070000000e+00,-7.0683540000e+01,-3.3369715000e+01
1.0103000000e+04,5.0515131100e+05,3.0869450000e+03,1.1597000000e+01,4.6930000000e+00,-7.0689523000e+01,-3.3376029000e+01
1.0105000000e+04,2.6569179600e+05,2.3366360000e+03,6.0990000000e+00,2.4680000000e+00,-7.0671341000e+01,-3.3374659000e+01
1.0107000000e+04,4.0984337100e+05,2.7008840000e+03,9.4090000000e+00,3.8080000000e+00,-7.0660095000e+01,-3.3376826000e+01
1.0112000000e+04,6.7489680400e+05,3.3545780000e+03,1.5493000000e+01,6.2700000000e+00,-7.0662127000e+01,-3.3382995000e+01
1.0113000000e+04,4.1877380300e+05,2.6992300000e+03,9.6140000000e+00,3.8910000000e+00,-7.0685760000e+01,-3.3390387000e+01
1.0115000000e+04,7.9047655100e+05,4.8557790000e+03,1.8147000000e+01,7.3440000000e+00,-7.0673125000e+01,-3.3392249000e+01
1.0117000000e+04,3.0533874200e+05,2.6642080000e+03,7.0100000000e+00,2.8370000000e+00,-7.0676957000e+01,-3.3399880000e+01
1.0120000000e+04,5.7711046100e+05,3.6259660000e+03,1.3249000000e+01,5.3620000000e+00,-7.0663466000e+01,-3.3395915000e+01
1.0203000000e+04,4.6664554000e+05,2.9978940000e+03,1.0713000000e+01,4.3350000000e+00,-7.0662019000e+01,-3.3402350000e+01
1.0205000000e+04,9.1148993300e+05,4.2231770000e+03,2.0925000000e+01,8.4680000000e+00,-7.0670619000e+01,-3.3409520000e+01
1.0208000000e+04,5.6880611200e+05,4.3802410000e+03,1.3058000000e+01,5.2840000000e+00,-7.0671639000e+01,-3.3420022000e+01
1.0210000000e+04,7.5247653200e+05,3.6683510000e+03,1.7274000000e+01,6.9910000000e+00,-7.0660244000e+01,-3.3415864000e+01
1.0211000000e+04,2.5567514900e+05,2.3073140000e+03,5.8690000000e+00,2.3750000000e+00,-7.0655235000e+01,-3.3414293000e+01
1.0212000000e+04,4.2962635300e+05,2.9076490000e+03,9.8630000000e+00,3.9910000000e+00,-7.0664620000e+01,-3.3424399000e+01
